#Time_points	A7	A10	A12	D7	D10	D12	F7	F10	F12	H7	H10	H12
37:10:00	-1.0	-0.1	-14.3	-17.8	-9.0	-179.8	-42.5	126.9	-116.2	-33.7	-94.7	-99.1
37:15:00	-4.4	-1.1	-12.2	-24.4	-17.9	-138.3	8.4	70.3	-96.0	-27.2	-89.6	-100.7
37:20:00	-4.3	-4.5	-11.8	-23.3	-22.0	-108.8	39.6	51.3	-93.5	-21.5	-96.0	-98.8
37:25:00	-2.3	-7.5	-17.6	-19.9	-30.8	-131.4	70.1	53.4	-136.9	-21.7	-102.4	-90.3
37:30:00	-0.1	-7.2	-23.6	-20.8	-43.1	-168.7	100.2	40.0	-201.5	-23.4	-97.5	-82.3
37:35:00	1.3	-6.8	-27.5	-24.3	-51.8	-190.6	113.3	-5.4	-245.7	-25.1	-86.4	-85.5
37:40:00	0.6	-9.6	-30.2	-26.4	-48.1	-190.1	110.7	-59.1	-251.1	-25.7	-92.7	-86.5
37:45:00	-0.7	-11.7	-29.8	-28.8	-32.4	-173.5	113.3	-81.3	-262.9	-21.2	-107.5	-78.1
37:50:00	0.6	-8.3	-25.4	-28.9	-24.9	-162.1	114.1	-104.1	-324.0	-17.5	-109.2	-82.0
37:55:00	2.6	-2.5	-19.0	-25.7	-51.7	-174.1	96.9	-171.0	-376.8	-20.3	-121.4	-102.0
38:00:00	3.0	-2.7	-14.0	-25.1	-98.7	-223.5	74.7	-244.0	-384.2	-24.4	-150.3	-117.2
38:05:00	3.1	-6.3	-12.8	-26.1	-136.3	-282.3	58.2	-277.9	-408.9	-29.8	-171.1	-117.6
38:10:00	3.6	-4.5	-13.8	-21.7	-161.3	-305.5	43.4	-324.3	-477.5	-37.2	-187.1	-114.5
38:15:00	3.4	-1.6	-14.7	-17.0	-179.2	-312.0	28.5	-416.1	-561.6	-44.1	-191.4	-124.7
38:20:00	-2.1	-5.9	-13.1	-14.9	-195.2	-341.2	13.4	-502.5	-642.9	-51.7	-183.8	-143.3
38:25:00	-11.0	-16.2	-10.0	-13.5	-209.4	-391.3	-1.5	-555.7	-705.0	-55.0	-186.5	-159.6
38:30:00	-16.0	-23.5	-11.2	-20.5	-224.2	-441.3	-13.6	-615.5	-743.8	-51.8	-199.3	-174.3
38:35:00	-15.2	-22.7	-19.0	-33.8	-254.3	-470.5	-29.9	-697.6	-764.4	-49.3	-217.4	-179.3
38:40:00	-10.5	-19.3	-28.2	-40.5	-291.5	-477.1	-51.5	-771.7	-783.8	-50.2	-240.0	-175.1
38:45:00	-5.8	-19.7	-32.5	-42.5	-322.6	-500.3	-57.0	-827.6	-816.8	-54.2	-258.1	-173.3
38:50:00	-4.7	-19.3	-32.0	-48.1	-347.3	-558.9	-46.9	-871.3	-860.0	-59.3	-269.5	-173.8
38:55:00	-7.2	-16.8	-31.7	-53.2	-362.4	-610.4	-49.6	-901.6	-922.5	-57.6	-287.4	-178.9
39:00:00	-9.2	-14.0	-31.9	-56.5	-372.7	-633.3	-72.6	-930.4	-1001.3	-54.8	-316.6	-196.1
39:05:00	-7.8	-12.9	-30.9	-61.5	-393.7	-646.2	-105.1	-968.0	-1079.5	-60.1	-335.7	-213.4
39:10:00	-3.9	-19.6	-32.4	-63.4	-419.9	-662.1	-131.9	-1003.7	-1134.0	-67.1	-334.3	-213.7
39:15:00	-1.4	-29.2	-37.2	-62.1	-444.7	-690.1	-147.6	-1050.6	-1153.6	-70.5	-334.7	-210.8
39:20:00	-2.6	-31.6	-41.3	-64.8	-475.3	-717.9	-167.0	-1097.8	-1155.4	-74.9	-347.8	-217.6
39:25:00	-7.3	-28.2	-43.4	-70.1	-506.6	-733.6	-194.7	-1108.1	-1174.2	-83.9	-363.1	-229.5
39:30:00	-12.5	-28.2	-43.5	-70.3	-523.1	-745.6	-213.0	-1101.9	-1227.2	-93.1	-381.9	-241.5
39:35:00	-13.4	-32.6	-43.1	-69.2	-533.3	-763.1	-223.7	-1117.8	-1299.0	-101.8	-396.5	-249.4
39:40:00	-12.1	-37.0	-42.0	-73.1	-558.6	-798.8	-239.6	-1151.5	-1358.2	-105.7	-408.4	-255.5
39:45:00	-13.3	-39.5	-39.8	-78.6	-592.2	-847.5	-257.3	-1181.8	-1390.4	-100.4	-425.6	-259.1
39:50:00	-13.0	-39.3	-39.5	-81.0	-619.7	-890.0	-267.3	-1212.9	-1394.9	-94.2	-433.9	-260.5
39:55:00	-11.1	-35.6	-42.3	-83.5	-646.8	-930.9	-278.7	-1254.0	-1409.5	-94.5	-431.2	-261.8
40:00:00	-9.9	-32.5	-46.5	-86.7	-679.7	-974.3	-303.0	-1298.2	-1479.9	-99.8	-430.4	-271.6
40:05:00	-9.3	-34.3	-49.2	-87.8	-690.2	-996.8	-332.4	-1365.9	-1577.2	-102.1	-436.8	-288.5
40:10:00	-8.0	-40.6	-48.3	-86.8	-669.2	-1007.9	-356.0	-1439.9	-1664.7	-100.7	-445.7	-293.8
40:15:00	-5.8	-45.5	-46.3	-89.8	-663.1	-1008.7	-371.8	-1479.0	-1728.7	-103.2	-455.2	-287.2
40:20:00	-3.7	-45.4	-47.8	-99.4	-687.6	-989.8	-381.4	-1497.9	-1767.8	-108.6	-469.0	-280.6
40:25:00	-3.8	-45.1	-50.5	-106.6	-715.7	-987.7	-390.0	-1496.5	-1783.9	-110.9	-486.3	-275.8
40:30:00	-6.7	-48.8	-51.6	-106.0	-740.9	-1023.7	-406.4	-1488.6	-1786.9	-113.1	-508.1	-273.6
40:35:00	-9.1	-54.6	-52.2	-103.4	-762.7	-1096.2	-425.5	-1510.5	-1797.2	-114.9	-526.1	-270.8
40:40:00	-9.1	-57.2	-53.0	-102.4	-784.4	-1167.7	-440.8	-1566.8	-1808.2	-112.8	-533.1	-269.2
40:45:00	-8.1	-57.5	-51.8	-101.0	-817.2	-1207.3	-456.8	-1630.8	-1819.6	-114.2	-538.3	-276.0
40:50:00	-8.0	-58.6	-49.3	-101.4	-854.1	-1217.2	-474.2	-1681.7	-1867.6	-118.6	-546.0	-294.9
40:55:00	-8.5	-57.1	-48.7	-106.6	-873.8	-1240.5	-493.9	-1718.0	-1961.5	-121.3	-552.3	-316.8
41:00:00	-9.0	-51.4	-48.4	-110.9	-880.6	-1298.1	-517.3	-1730.5	-2056.4	-123.1	-556.0	-327.2
41:05:00	-10.7	-49.9	-48.1	-111.4	-887.8	-1376.4	-538.2	-1747.3	-2110.4	-127.8	-557.8	-330.0
41:10:00	-13.0	-53.3	-51.0	-114.7	-901.7	-1445.1	-551.6	-1789.4	-2140.1	-134.8	-560.5	-336.0
41:15:00	-14.6	-54.5	-55.2	-119.6	-936.1	-1471.8	-557.4	-1812.3	-2171.1	-138.5	-567.0	-339.5
41:20:00	-16.5	-54.0	-55.0	-123.3	-972.8	-1476.2	-559.2	-1812.5	-2195.1	-136.8	-578.0	-335.3
41:25:00	-17.7	-54.2	-52.4	-128.3	-985.8	-1486.4	-563.6	-1832.5	-2220.3	-132.9	-593.7	-335.3
41:30:00	-16.6	-55.8	-53.0	-134.5	-992.7	-1499.9	-574.9	-1870.0	-2251.8	-128.7	-615.2	-343.4
41:35:00	-14.9	-57.6	-55.7	-140.4	-1008.2	-1514.1	-587.3	-1909.3	-2276.5	-126.0	-638.2	-349.2
